budget,genres,popularity,release_date,revenue,runtime,title,vote_average
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13.349012,2002,23367586,120,Antwone Fisher,6.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.796079,2002,0,108,The Emperor's Club,6.9
12500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",35.268557,1993,12281551,120,True Romance,7.5
3100000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.453347,2010,0,111,Womb,5.9
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",13.939054,1992,10725228,100,Glengarry Glen Ross,7.5
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11.892615,2010,0,109,The Killer Inside Me,6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5.69872,1982,0,118,Cat People,6
12500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8.780512,2009,27206120,101,Sorority Row,5.4
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4.021389,1937,0,101,The Prisoner of Zenda,8.4
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",15.817096,2007,11293663,106,Lars and the Real Girl,7.1
12500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",34.821223,2008,20416563,94,The Boy in the Striped Pyjamas,7.7
12800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10402, ""name"": ""Music""}]",22.022228,2000,40031879,140,Dancer in the Dark,7.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.139384,1997,0,132,Oscar and Lucinda,6.2
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2.950618,1996,1227324,99,The Funeral,7.3
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.497306,2009,5024782,90,Solitary Man,5.8
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",26.396191,2010,31327899,105,Machete,6.3
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.546037,2010,1083683,108,Casino Jack,6
12300000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",28.670193,1988,84460846,69,The Land Before Time,7
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",9.572705,2004,15,140,Tae Guk Gi: The Brotherhood of War,7.4
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0.903529,2010,3878993,118,The Perfect Game,6.3
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",47.584643,1973,441306145,122,The Exorcist,7.5
7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",50.152327,1975,470654000,124,Jaws,7.5
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",60.767168,1999,235483004,95,American Pie,6.4
12516654,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",11.103202,2012,8109160,78,Ernest & Celestine,7.6
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",15.26213,1986,79817939,94,The Golden Child,5.6
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.035152,2012,96070507,122,Think Like a Man,6.9
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10.297189,2002,75781642,102,Barbershop,6.2
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",22.434102,1982,96800000,113,Star Trek II: The Wrath of Khan,7.3
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",41.249004,1994,107217396,86,Ace Ventura: Pet Detective,6.4
12000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",23.161754,1983,79567667,114,WarGames,7
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",19.195399,1985,68706993,113,Witness,7
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",21.958055,2012,81272766,110,Act of Valor,6.3
12000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]",45.477802,2006,114194847,104,Step Up,6.7
12000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",12.60629,1996,0,81,Beavis and Butt-Head Do America,6.5
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",40.631671,1997,39673162,154,Jackie Brown,7.3
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",26.219598,2008,43493123,107,Harold & Kumar Escape from Guantanamo Bay,6.2
15000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",64.504747,2012,145000000,84,Chronicle,6.6
12000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.389249,1983,30400000,132,Yentl,6.2
5000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",14.779537,1981,42365581,116,Time Bandits,6.6
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",6.703319,2002,61141030,93,Crossroads,4.7
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",49.070321,2012,100000000,88,Project X,6.5
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",21.933822,1970,89800000,172,Patton,7.3
12000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",20.624896,2002,52223306,96,One Hour Photo,6.6
12000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8.083995,2008,40855419,89,Quarantine,5.5
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",11.135734,2008,56309766,98,The Eye,5.5
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4.623609,2004,31179516,97,Johnson Family Vacation,4.7
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",11.510281,2001,31155435,93,How High,6.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",15.085981,1992,27281507,85,The Muppet Christmas Carol,7.2
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",18.422327,2002,56298474,123,Frida,7.3
12000000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",8.410688,2012,32726956,93,Katy Perry: Part of Me,6.5
12000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",74.358971,2014,307166834,125,The Fault in Our Stars,7.6
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",18.422008,1998,22921898,121,Rounders,6.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",15.896312,2014,25434291,102,Top Five,6.3
12000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",8.61659,1979,54000000,102,Prophecy,5.4
12000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",6.044161,1999,21133087,99,Stir of Echoes,6.5
12000000,"[{""id"": 18, ""name"": ""Drama""}]",29.019504,2013,100129872,98,Philomena,7.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.2464,2005,0,118,The Upside of Anger,6.4
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",5.315213,1978,0,125,The Boys from Brazil,6.6
12000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",16.931846,2006,23006849,104,Aquamarine,5.8
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",64.610671,2015,85512300,109,Paper Towns,6.1
0,"[{""id"": 35, ""name"": ""Comedy""}]",4.480167,2004,51,86,My Baby's Daddy,4.3
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",29.223881,2013,17654912,115,Nebraska,7.4
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",7.710797,1995,0,92,Tales from the Crypt: Demon Knight,6.7
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1.081822,2001,17292381,86,Max Keeble's Big Move,5.4
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",16.183746,2011,22939027,94,Young Adult,5.6
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",47.992817,2006,42931041,88,Crank,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.20245,1997,13960203,93,Def Jam's How to Be a Player,5.3
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.700792,1998,12902790,100,Living Out Loud,5.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.409253,2010,21520719,100,Just Wright,6.1
0,"[{""id"": 18, ""name"": ""Drama""}]",14.345428,2008,0,113,Rachel Getting Married,6.1
12000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6.803763,1981,0,122,The Postman Always Rings Twice,6.4
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",19.944479,2003,31466789,101,Girl with a Pearl Earring,6.4
14000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}]",26.967494,1981,85000000,149,Das Boot,7.9
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",3.444542,2002,0,93,Sorority Boys,4.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",74.817641,2013,87100449,123,About Time,7.8
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",21.064082,2004,92863945,119,House of Flying Daggers,7.1
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",16.40512,2012,35485056,100,Arbitrage,6.1
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",32.940597,2015,32248241,106,Project Almanac,6.4
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",13.427427,2008,0,109,Cadillac Records,6.9
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",5.359381,2000,0,81,Screwed,4.9
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8.708229,1992,6739141,95,Fortress,5.7
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4.330428,2006,5542025,86,For Your Consideration,5.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",7.594593,1998,0,113,Celebrity,6
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",4.770195,2006,6754898,116,Running with Scissors,5.8
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.623338,2003,4922166,90,From Justin to Kelly,3
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",2.993939,1996,4939939,108,Girl 6,5.7
12000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10.536092,2003,23,119,In the Cut,4.6
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.290636,2008,3148182,110,Two Lovers,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3.603842,2001,0,109,Last Orders,6
11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",27.65527,2006,88489643,119,The Host,6.7
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1.379643,1981,0,100,The Pursuit of D.B. Cooper,6.8
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",9.164386,1999,0,100,Ravenous,6.9
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9.779444,2008,0,97,Charlie Bartlett,6.5
12400000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",32.523573,2013,8371085,142,The Great Beauty,7.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2.24888,2002,0,104,The Dangerous Lives of Altar Boys,6.4
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",27.322212,2013,12077441,99,Stoker,6.5
12000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",12.664787,2004,19271312,129,2046,6.9
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.004432,2007,0,90,Married Life,6.1
12000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4.795244,2005,0,100,Duma,6.9
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.841285,2009,1644755,111,Ondine,6.5
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5.327714,2000,15250000,114,Brother,6.8
1200000,"[{""id"": 35, ""name"": ""Comedy""}]",3.582733,2002,0,86,Welcome to Collinwood,6.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2.678715,1997,0,107,Critical Care,6.1
8000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",9.728143,2007,0,90,The Life Before Her Eyes,6.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2.303865,2012,0,103,Darling Companion,5.3
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11.237374,2007,0,120,Trade,6.8
0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",1.906807,2005,0,140,Fateless,6.5
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",2.695896,1999,0,110,Breakfast of Champions,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1.416796,2009,0,95,"A Woman, a Gun and a Noodle Shop",4.8
7500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",11.636883,2002,0,95,Cypher,6.7
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",4.793348,2009,10652498,132,City of Life and Death,7.6
19000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",0.738652,2011,2570000,89,Legend of a Rabbit,3
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",5.158067,2010,11212294,131,Space Battleship Yamato,6.3
20000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",5.727602,2011,17479,113,5 Days of War,5.8
12000000,"[{""id"": 27, ""name"": ""Horror""}]",25.496926,2009,0,99,Triangle,6.9
1200000,"[{""id"": 18, ""name"": ""Drama""}]",0.489271,2015,0,111,10 Days in a Madhouse,4.3
12000000,"[{""id"": 18, ""name"": ""Drama""}]",11.150261,2014,101332962,99,Heaven is for Real,6
10000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",53.595686,2000,83557872,103,Snatch,7.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.186234,2015,0,89,Dancin' It's On,4.3
11500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",20.747994,1989,57469467,103,Pet Sematary,6.4
0,"[{""id"": 18, ""name"": ""Drama""}]",2.930853,1993,0,134,Madadayo,7.5
11500000,"[{""id"": 18, ""name"": ""Drama""}]",4.75919,2009,0,101,The Cry of the Owl,5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",0.753362,2015,0,130,A Tale of Three Cities,6.3
11000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",45.072136,1984,153083102,106,Gremlins,6.9
11000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",126.393695,1977,775398007,121,Star Wars,8.1
11500000,"[{""id"": 35, ""name"": ""Comedy""}]",56.805781,2016,94073028,102,Dirty Grandpa,5.7
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",12.854853,1965,111858363,197,Doctor Zhivago,7.4
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",14.637357,2014,0,112,Trash,7.1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",21.801188,2008,0,116,High School Musical 3: Senior Year,6.2
25000000,"[{""id"": 18, ""name"": ""Drama""}]",31.019381,2010,93617009,116,The Fighter,7.2
11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",11.227087,2006,72778712,95,Jackass Number Two,6.4
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",19.231507,1992,64088552,120,My Cousin Vinny,7.3
11000000,"[{""id"": 18, ""name"": ""Drama""}]",31.162838,2014,78874843,106,If I Stay,7.3
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",3.94487,2014,0,96,Drive Hard,3.9
11000000,"[{""id"": 35, ""name"": ""Comedy""}]",7.559192,1989,49797148,107,Major League,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.377587,2007,0,101,St. Trinian's,5.6
13000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",38.018085,2002,97837138,81,Phone Booth,6.7
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",33.283554,2002,41227069,101,A Walk to Remember,7.5
11000000,"[{""id"": 18, ""name"": ""Drama""}]",15.864928,1995,39363635,122,Dead Man Walking,7.3
10500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",23.449703,1999,75902208,97,Cruel Intentions,6.6
11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",31.900899,2009,68233629,90,Saw VI,6
11000000,"[{""id"": 35, ""name"": ""Comedy""}]",14.282314,1981,31672907,92,History of the World: Part I,6.5
11000000,"[{""id"": 12, ""name"": ""Adventure""}]",7.645979,2008,38105395,114,The Secret Life of Bees,7.4
11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",3.495758,2001,23978402,86,Corky Romano,4.1
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",7.558959,1992,37170057,91,Raising Cain,5.9
11,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",3.375208,1978,11,145,F.I.S.T.,6.4
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",4.234269,1986,4884663,100,Invaders from Mars,5.5
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",39.337949,2015,62076141,111,Brooklyn,7.2
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",29.543331,1975,20000000,184,Barry Lyndon,7.7
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",4.12064,2001,14782676,89,Out Cold,5.8
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",2.259537,2000,13700000,84,The Ladies Man,5.7
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7.722021,2012,59520298,98,Quartet,6.3
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7.063053,2001,23430766,95,Tomcats,4.9
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",16.003958,2001,13110448,100,Frailty,7
11000000,"[{""id"": 18, ""name"": ""Drama""}]",21.204929,2015,61619773,120,Woman in Gold,7.3
0,"[{""id"": 18, ""name"": ""Drama""}]",6.799314,2004,0,118,Kinsey,6.6
11000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",33.758281,1992,0,81,Army of Darkness,7.3
14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9.371811,2002,6413915,86,Slackers,5.4
11000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",33.282794,1993,30000000,118,What's Eating Gilbert Grape,7.5
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3.208172,2003,4069090,125,The Visual Bible: The Gospel of John,8.2
11000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",4.131918,2004,0,125,Vera Drake,6.8
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4.093288,2002,0,91,The Guru,5.1
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1.187671,1995,2832826,113,The Perez Family,6.6
